,Month,Longitude,Latitude,hours,minutes,crime,Cluster_Index,danger_index
2210,2014-04,-3.006796,53.368754,7,28,Violence and Offence,0,173
2211,2014-04,-3.006919,53.367584,19,25,HNT,0,173
2212,2014-04,-3.00605,53.368985,11,39,Rape,0,173
2213,2014-04,-3.003858,53.365884,7,38,Rape,0,173
2214,2014-04,-3.006919,53.367584,19,33,Murder,0,173
2215,2014-04,-3.006226,53.369424,20,32,HNT,0,173
2216,2014-04,-3.023977,53.365066,22,56,Violence and Offence,0,173
2217,2014-04,-3.017668,53.363934,15,55,Kidnap,0,173
2218,2014-04,-3.014,53.362616,22,53,Pick,0,173
2219,2014-04,-3.008491,53.360964,2,46,Pick,0,173
2220,2014-04,-3.008491,53.360964,8,10,Violence and Offence,0,173
2221,2014-04,-3.008491,53.360964,3,13,Rape,0,173
2222,2014-04,-3.012978,53.360081,15,25,Kidnap,0,173
2223,2014-04,-3.012978,53.360081,17,34,Murder,0,173
2224,2014-04,-3.012338,53.361615,12,15,Robery,0,173
2225,2014-04,-3.008491,53.360964,4,48,Violence and Offence,0,173
2226,2014-04,-3.012978,53.360081,21,20,Pick,0,173
2227,2014-04,-3.012338,53.361615,3,53,Robery,0,173
2228,2014-04,-3.015803,53.363239,4,29,Rape,0,173
2229,2014-04,-3.008491,53.360964,12,47,Kidnap,0,173
2230,2014-04,-3.008491,53.360964,12,43,Robery,0,173
2231,2014-04,-3.014803,53.362906,17,42,Robery,0,173
2232,2014-04,-3.006196,53.360489,19,21,Violence and Offence,0,173
2233,2014-04,-3.028805,53.361492,2,57,HNT,0,173
2234,2014-04,-3.030005,53.35954,11,52,Pick,0,173
2235,2014-04,-3.027129,53.365533,3,54,Rape,0,173
2236,2014-04,-3.026753,53.359892,13,14,Robery,0,173
2237,2014-04,-3.028194,53.358612,13,45,Robery,0,173
2238,2014-04,-3.030005,53.35954,20,18,HNT,0,173
2239,2014-04,-3.03121,53.357786,17,18,Pick,0,173
2240,2014-04,-3.01712,53.35859,22,13,Murder,0,173
2241,2014-04,-3.015203,53.360763,9,13,Violence and Offence,0,173
2242,2014-04,-3.01712,53.35859,16,1,Murder,0,173
2243,2014-04,-3.01712,53.35859,20,55,Rape,0,173
2244,2014-04,-3.016742,53.359762,17,12,Robery,0,173
2245,2014-04,-3.01581,53.362286,18,5,Kidnap,0,173
2246,2014-04,-3.015981,53.360002,0,28,HNT,0,173
2247,2014-04,-3.016742,53.359762,12,36,Robery,0,173
2248,2014-04,-3.016742,53.359762,8,41,HNT,0,173
2249,2014-04,-3.023721,53.355639,12,4,Chain,0,173
2250,2014-04,-3.023721,53.355639,11,7,Robery,0,173
2251,2014-04,-3.023947,53.354441,8,43,Violence and Offence,0,173
2252,2014-04,-3.027017,53.355898,18,50,Murder,0,173
2253,2014-04,-3.023721,53.355639,15,19,Violence and Offence,0,173
2254,2014-04,-3.023721,53.355639,9,29,Murder,0,173
2255,2014-04,-3.022762,53.35704,2,29,Robery,0,173
2256,2014-04,-3.023947,53.354441,22,53,Pick,0,173
2257,2014-04,-3.024486,53.355614,22,43,Chain,0,173
2258,2014-04,-3.024486,53.355614,12,36,Chain,0,173
2259,2014-04,-3.024486,53.355614,4,36,Robery,0,173
2260,2014-04,-3.024486,53.355614,20,51,Chain,0,173
2261,2014-04,-3.024486,53.355614,20,13,Rape,0,173
2262,2014-04,-3.024486,53.355614,3,29,Violence and Offence,0,173
2263,2014-04,-3.024486,53.355614,4,47,Murder,0,173
2264,2014-04,-3.024486,53.355614,0,32,HNT,0,173
2265,2014-04,-3.024486,53.355614,6,17,Robery,0,173
2266,2014-04,-3.023769,53.358299,18,33,Pick,0,173
2267,2014-04,-3.024648,53.355478,19,7,Rape,0,173
2268,2014-04,-3.023721,53.355639,20,40,Chain,0,173
2269,2014-04,-3.112337,53.359673,14,43,Kidnap,0,173
2270,2014-04,-3.114001,53.355477,7,35,Rape,0,173
2271,2014-04,-3.114883,53.357051,5,2,Murder,0,173
2272,2014-04,-3.131403,53.354451,22,32,Pick,0,173
2273,2014-04,-3.131403,53.354451,0,18,Pick,0,173
2274,2014-04,-3.125438,53.365878,2,13,Chain,0,173
2275,2014-04,-3.125278,53.354652,7,36,Rape,0,173
2276,2014-04,-3.108828,53.344891,7,55,HNT,0,173
2277,2014-04,-3.115177,53.349291,8,27,Rape,0,173
2278,2014-04,-3.119503,53.35272,4,47,Robery,0,173
2279,2014-04,-3.118132,53.348562,21,23,Rape,0,173
2280,2014-04,-3.098756,53.345758,2,55,Chain,0,173
2281,2014-04,-3.100629,53.34966,9,58,HNT,0,173
2282,2014-04,-3.095548,53.349545,13,42,HNT,0,173
2283,2014-04,-3.095548,53.349545,4,13,Kidnap,0,173
2284,2014-04,-3.095548,53.349545,8,55,Robery,0,173
2285,2014-04,-3.098756,53.345758,22,49,Violence and Offence,0,173
2286,2014-04,-3.095408,53.348153,22,38,Kidnap,0,173
2287,2014-04,-3.098756,53.345758,8,26,Pick,0,173
2288,2014-04,-3.095408,53.348153,18,45,Rape,0,173
2289,2014-04,-3.095408,53.348153,18,32,Kidnap,0,173
2290,2014-04,-3.095408,53.348153,18,41,Rape,0,173
2291,2014-04,-3.10087,53.350278,2,30,Pick,0,173
2292,2014-04,-3.095548,53.349545,15,14,Chain,0,173
2293,2014-04,-3.097928,53.348013,4,21,Robery,0,173
2294,2014-04,-3.088516,53.347101,7,33,Kidnap,0,173
2295,2014-04,-3.097438,53.338911,17,32,Chain,0,173
2296,2014-04,-3.094496,53.346579,19,30,Violence and Offence,0,173
2297,2014-04,-3.082711,53.345689,16,7,HNT,0,173
2298,2014-04,-3.086833,53.352393,13,46,Rape,0,173
2299,2014-04,-3.100832,53.364526,3,22,Kidnap,0,173
2300,2014-04,-3.100832,53.364526,4,57,Rape,0,173
2301,2014-04,-3.100832,53.364526,20,33,Robery,0,173
2302,2014-04,-3.085423,53.356028,5,25,Pick,0,173
2303,2014-04,-3.090677,53.363522,0,49,HNT,0,173
2304,2014-04,-3.100965,53.373783,8,20,HNT,0,173
2305,2014-04,-3.087516,53.355047,6,52,Robery,0,173
2306,2014-04,-3.090677,53.363522,15,46,Violence and Offence,0,173
2307,2014-04,-3.087516,53.355047,0,56,Rape,0,173
2308,2014-04,-3.090677,53.363522,2,1,Murder,0,173
2309,2014-04,-3.090677,53.363522,9,40,Pick,0,173
2310,2014-04,-3.092054,53.356813,17,34,Chain,0,173
2311,2014-04,-3.095261,53.35121,15,13,Chain,0,173
2312,2014-04,-3.089807,53.358281,21,23,Kidnap,0,173
2313,2014-04,-3.095488,53.34016,9,37,Kidnap,0,173
2314,2014-04,-3.094531,53.344448,0,32,Murder,0,173
2315,2014-04,-3.10468,53.355267,4,33,HNT,0,173
2316,2014-04,-3.103157,53.35156,22,14,Chain,0,173
2317,2014-04,-3.030794,53.356144,15,24,Murder,0,173
2318,2014-04,-3.025548,53.349762,18,19,Robery,0,173
2319,2014-04,-3.047478,53.354561,11,1,Pick,0,173
2320,2014-04,-3.029835,53.355595,1,12,Rape,0,173
2321,2014-04,-3.025845,53.352124,5,44,Murder,0,173
2322,2014-04,-3.025845,53.352124,0,50,Rape,0,173
2323,2014-04,-3.026758,53.354507,20,15,Murder,0,173
2324,2014-04,-3.029454,53.352893,4,40,Robery,0,173
2325,2014-04,-3.028774,53.352728,9,30,Pick,0,173
2326,2014-04,-3.029454,53.352893,22,41,Pick,0,173
2327,2014-04,-3.019969,53.354565,22,47,Pick,0,173
2328,2014-04,-3.02312,53.352516,13,57,Pick,0,173
2329,2014-04,-3.02256,53.347936,8,6,Chain,0,173
2330,2014-04,-3.022051,53.346143,18,6,Robery,0,173
2331,2014-04,-3.019292,53.346993,18,8,Rape,0,173
2332,2014-04,-3.019292,53.346993,19,15,Rape,0,173
2333,2014-04,-3.021002,53.349379,3,5,Rape,0,173
2334,2014-04,-3.020603,53.345283,0,15,Murder,0,173
2335,2014-04,-3.019514,53.348744,17,49,Pick,0,173
2336,2014-04,-3.023973,53.350504,13,41,Violence and Offence,0,173
2337,2014-04,-3.018849,53.35044,12,40,Chain,0,173
2338,2014-04,-3.023973,53.350504,10,4,Kidnap,0,173
2339,2014-04,-3.018849,53.35044,0,7,Murder,0,173
2340,2014-04,-3.021002,53.349379,9,7,Pick,0,173
2341,2014-04,-3.008917,53.342111,14,26,Kidnap,0,173
2342,2014-04,-3.005521,53.342049,0,35,Kidnap,0,173
2343,2014-04,-3.002652,53.35037,7,14,Violence and Offence,0,173
2344,2014-04,-3.010702,53.34961,8,29,Chain,0,173
2345,2014-04,-3.099545,53.327988,22,19,Kidnap,0,173
2346,2014-04,-3.099545,53.327988,8,47,Pick,0,173
2347,2014-04,-3.103028,53.328531,16,46,Robery,0,173
2348,2014-04,-3.101748,53.326053,0,24,HNT,0,173
2349,2014-04,-3.105577,53.33071,2,48,Violence and Offence,0,173
2350,2014-04,-3.100295,53.327361,7,33,Violence and Offence,0,173
2351,2014-04,-3.094992,53.329603,5,46,Rape,0,173
2352,2014-04,-3.099545,53.327988,1,34,Robery,0,173
2353,2014-04,-3.097434,53.331711,21,37,Robery,0,173
2354,2014-04,-3.100953,53.331337,19,4,HNT,0,173
2355,2014-04,-3.098956,53.330744,13,19,Kidnap,0,173
2356,2014-04,-3.096009,53.332946,17,34,Violence and Offence,0,173
2357,2014-04,-3.094967,53.328048,17,21,Rape,0,173
2358,2014-04,-3.092985,53.328623,21,34,Pick,0,173
2359,2014-04,-3.094967,53.328048,7,32,Chain,0,173
2360,2014-04,-3.092449,53.326453,4,55,Rape,0,173
2361,2014-04,-3.103101,53.338355,14,35,HNT,0,173
2362,2014-04,-3.10911,53.337805,7,1,Pick,0,173
2363,2014-04,-3.110723,53.345,11,30,Chain,0,173
2364,2014-04,-3.106441,53.342612,1,13,Chain,0,173
2365,2014-04,-3.110016,53.343217,9,46,Murder,0,173
2366,2014-04,-3.110723,53.345,20,25,Chain,0,173
2367,2014-04,-3.050493,53.326839,2,45,Chain,0,173
2368,2014-04,-3.052759,53.310333,21,39,HNT,0,173
2369,2014-04,-3.001789,53.339825,22,36,Robery,0,173
2370,2014-04,-3.006254,53.338088,20,42,Murder,0,173
2371,2014-04,-2.999159,53.318561,16,35,Rape,0,173
2372,2014-04,-3.074601,53.329006,6,16,Chain,0,173
2373,2014-04,-3.121844,53.334315,0,10,Robery,0,173
2374,2014-04,-3.095751,53.335187,21,49,Chain,0,173
2375,2014-04,-3.077319,53.329629,4,23,Chain,0,173
2376,2014-04,-3.095751,53.335187,13,44,Kidnap,0,173
2377,2014-04,-3.081389,53.329628,5,31,HNT,0,173
2378,2014-04,-3.09465,53.326792,16,7,Kidnap,0,173
2379,2014-04,-3.09465,53.326792,13,44,Rape,0,173
2380,2014-04,-3.092856,53.325344,7,19,Pick,0,173
2381,2014-04,-3.09465,53.326792,16,5,HNT,0,173
2382,2014-04,-3.097075,53.318914,0,36,Chain,0,173
2383,2014-04,-3.101468,53.323332,5,50,Chain,0,173
2384,2014-04,-3.094107,53.320838,10,2,Chain,0,173
2385,2014-04,-3.10837,53.316229,1,20,Murder,0,173
2386,2014-04,-3.078548,53.315819,4,57,Murder,0,173
2387,2014-04,-3.082216,53.320182,3,31,Robery,0,173
2388,2014-04,-3.083927,53.321353,6,20,Rape,0,173
2389,2014-04,-2.74777,53.389499,12,34,Rape,1,109
2390,2014-04,-2.74777,53.389499,13,23,Kidnap,1,109
2391,2014-04,-2.74777,53.389499,1,38,HNT,1,109
2392,2014-04,-2.74777,53.389499,14,16,Rape,1,109
2393,2014-04,-2.794336,53.430582,20,16,Robery,1,109
2394,2014-04,-2.792396,53.425813,21,25,Robery,1,109
2395,2014-04,-2.792555,53.421381,22,28,Kidnap,1,109
2396,2014-04,-2.790836,53.422039,14,1,Kidnap,1,109
2397,2014-04,-2.792396,53.425813,11,39,Rape,1,109
2398,2014-04,-2.792396,53.425813,14,58,Rape,1,109
2399,2014-04,-2.792396,53.425813,13,58,Kidnap,1,109
2400,2014-04,-2.792562,53.423412,7,50,Chain,1,109
2401,2014-04,-2.791025,53.423297,12,54,Pick,1,109
2402,2014-04,-2.791025,53.423297,1,45,Rape,1,109
2403,2014-04,-2.79377,53.427638,13,22,Rape,1,109
2404,2014-04,-2.789539,53.425922,15,20,Robery,1,109
2405,2014-04,-2.791209,53.429956,13,29,Murder,1,109
2406,2014-04,-2.794688,53.427677,21,8,HNT,1,109
2407,2014-04,-2.791023,53.418317,16,48,Violence and Offence,1,109
2408,2014-04,-2.790435,53.415804,12,4,Murder,1,109
2409,2014-04,-2.791023,53.418317,5,1,Kidnap,1,109
2410,2014-04,-2.789652,53.416609,12,20,Chain,1,109
2411,2014-04,-2.781201,53.424251,17,12,Pick,1,109
2412,2014-04,-2.78742,53.430161,19,17,Chain,1,109
2413,2014-04,-2.787381,53.429694,4,55,Chain,1,109
2414,2014-04,-2.782092,53.427724,18,49,Murder,1,109
2415,2014-04,-2.787381,53.429694,22,24,HNT,1,109
2416,2014-04,-2.786421,53.420064,11,54,Violence and Offence,1,109
2417,2014-04,-2.789814,53.422073,20,3,Robery,1,109
2418,2014-04,-2.788605,53.420993,13,48,HNT,1,109
2419,2014-04,-2.786421,53.420064,5,43,Rape,1,109
2420,2014-04,-2.789019,53.423067,10,1,Murder,1,109
2421,2014-04,-2.780032,53.422065,3,29,Murder,1,109
2422,2014-04,-2.786421,53.420064,6,11,Chain,1,109
2423,2014-04,-2.789814,53.422073,19,17,Rape,1,109
2424,2014-04,-2.788605,53.420993,9,42,Violence and Offence,1,109
2425,2014-04,-2.786421,53.420064,2,41,Pick,1,109
2426,2014-04,-2.787093,53.427916,5,39,Chain,1,109
2427,2014-04,-2.789019,53.423067,2,36,Violence and Offence,1,109
2428,2014-04,-2.789087,53.410482,2,38,Rape,1,109
2429,2014-04,-2.789087,53.410482,20,28,Pick,1,109
2430,2014-04,-2.786949,53.412834,17,50,Robery,1,109
2431,2014-04,-2.786871,53.411854,20,12,Kidnap,1,109
2432,2014-04,-2.786845,53.409616,1,0,Murder,1,109
2433,2014-04,-2.787216,53.413398,8,46,Pick,1,109
2434,2014-04,-2.786949,53.412834,21,30,Kidnap,1,109
2435,2014-04,-2.787216,53.413398,20,53,Murder,1,109
2436,2014-04,-2.787024,53.410361,6,16,Kidnap,1,109
2437,2014-04,-2.786845,53.409616,14,7,Kidnap,1,109
2438,2014-04,-2.785644,53.414667,10,58,Chain,1,109
2439,2014-04,-2.785644,53.414667,8,0,Murder,1,109
2440,2014-04,-2.786845,53.409616,10,43,HNT,1,109
2441,2014-04,-2.786197,53.403059,4,11,Robery,1,109
2442,2014-04,-2.761187,53.389738,16,19,Robery,1,109
2443,2014-04,-2.751561,53.393871,4,31,Rape,1,109
2444,2014-04,-2.77971,53.395389,1,10,Rape,1,109
2445,2014-04,-2.762811,53.392262,3,27,Chain,1,109
2446,2014-04,-2.764409,53.39165,3,41,Chain,1,109
2447,2014-04,-2.760458,53.391055,13,54,Robery,1,109
2448,2014-04,-2.764409,53.39165,4,12,Murder,1,109
2449,2014-04,-2.760452,53.384771,8,21,Kidnap,1,109
2450,2014-04,-2.751561,53.393871,12,58,HNT,1,109
2451,2014-04,-2.760452,53.384771,22,18,Chain,1,109
2452,2014-04,-2.760452,53.384771,18,39,Violence and Offence,1,109
2453,2014-04,-2.777149,53.49741,20,20,Robery,1,109
2454,2014-04,-2.789202,53.501933,0,18,HNT,1,109
2455,2014-04,-2.808285,53.512843,8,20,Rape,1,109
2456,2014-04,-2.787855,53.501654,2,26,Chain,1,109
2457,2014-04,-2.787855,53.501654,0,31,Kidnap,1,109
2458,2014-04,-2.787855,53.501654,14,16,Murder,1,109
2459,2014-04,-2.787855,53.501654,10,9,Robery,1,109
2460,2014-04,-2.804915,53.515644,4,14,Chain,1,109
2461,2014-04,-2.789887,53.503924,2,44,Robery,1,109
2462,2014-04,-2.792157,53.496286,18,13,HNT,1,109
2463,2014-04,-2.787139,53.501218,12,57,Robery,1,109
2464,2014-04,-2.792157,53.496286,14,44,Pick,1,109
2465,2014-04,-2.808285,53.512843,8,26,HNT,1,109
2466,2014-04,-2.784421,53.499403,8,9,Pick,1,109
2467,2014-04,-2.781556,53.496869,14,49,HNT,1,109
2468,2014-04,-2.781346,53.493643,16,53,Violence and Offence,1,109
2469,2014-04,-2.782822,53.497696,1,9,Murder,1,109
2470,2014-04,-2.781346,53.493643,10,38,Rape,1,109
2471,2014-04,-2.770972,53.480982,6,39,Rape,1,109
2472,2014-04,-2.781279,53.502326,19,27,Robery,1,109
2473,2014-04,-2.782431,53.511676,3,28,Kidnap,1,109
2474,2014-04,-2.79289,53.516991,18,4,Rape,1,109
2475,2014-04,-2.783671,53.509403,2,21,Rape,1,109
2476,2014-04,-2.793715,53.507044,12,5,Violence and Offence,1,109
2477,2014-04,-2.79671,53.509182,12,43,HNT,1,109
2478,2014-04,-2.793715,53.507044,12,46,Kidnap,1,109
2479,2014-04,-2.709658,53.502728,0,31,HNT,1,109
2480,2014-04,-2.70292,53.499155,9,6,Rape,1,109
2481,2014-04,-2.70292,53.499155,11,42,Kidnap,1,109
2482,2014-04,-2.70292,53.499155,1,20,Pick,1,109
2483,2014-04,-2.711069,53.493309,9,20,HNT,1,109
2484,2014-04,-2.70702,53.494591,10,25,Pick,1,109
2485,2014-04,-2.711217,53.492274,19,21,Chain,1,109
2486,2014-04,-2.712067,53.487227,6,31,Robery,1,109
2487,2014-04,-2.669005,53.496509,12,39,Violence and Offence,1,109
2488,2014-04,-2.669653,53.498384,18,40,HNT,1,109
2489,2014-04,-2.669005,53.496509,20,53,Violence and Offence,1,109
2490,2014-04,-2.669005,53.496509,18,50,Pick,1,109
2491,2014-04,-2.670847,53.497631,14,58,Robery,1,109
2492,2014-04,-2.670847,53.497631,7,40,Rape,1,109
2493,2014-04,-2.670847,53.497631,6,56,Pick,1,109
2494,2014-04,-2.670847,53.497631,21,21,Murder,1,109
2495,2014-04,-2.675175,53.498686,17,47,Pick,1,109
2496,2014-04,-2.671405,53.496738,2,14,Murder,1,109
2497,2014-04,-2.674196,53.489289,8,52,Kidnap,1,109
2498,2014-04,-2.675258,53.488735,2,14,Kidnap,1,109
2499,2014-04,-2.671882,53.490677,4,1,Robery,1,109
2500,2014-04,-2.731362,53.473465,16,30,Robery,1,109
2501,2014-04,-2.731269,53.47067,13,12,Violence and Offence,1,109
2502,2014-04,-2.726027,53.475098,19,36,Robery,1,109
2503,2014-04,-2.727829,53.471258,3,14,Chain,1,109
2504,2014-04,-2.73521,53.473819,2,44,Kidnap,1,109
2505,2014-04,-2.73521,53.473819,1,7,Pick,1,109
2506,2014-04,-2.730273,53.474973,2,47,Pick,1,109
2507,2014-04,-2.722133,53.480065,3,17,Rape,1,109
2508,2014-04,-2.725152,53.47949,18,33,Pick,1,109
2509,2014-04,-2.721823,53.476894,15,23,Murder,1,109
2510,2014-04,-2.71934,53.472594,1,0,Murder,1,109
2511,2014-04,-2.722209,53.471202,11,4,Robery,1,109
2512,2014-04,-2.71934,53.472594,3,52,Rape,1,109
2513,2014-04,-2.71934,53.472594,14,33,Violence and Offence,1,109
2514,2014-04,-2.71934,53.472594,5,12,Murder,1,109
2515,2014-04,-2.71934,53.472594,10,19,Murder,1,109
2516,2014-04,-2.71934,53.472594,21,2,Kidnap,1,109
2517,2014-04,-2.71934,53.472594,11,32,Rape,1,109
2518,2014-04,-2.722133,53.480065,9,2,Robery,1,109
2519,2014-04,-2.71934,53.472594,11,34,Chain,1,109
2520,2014-04,-2.725152,53.47949,21,7,Violence and Offence,1,109
2521,2014-04,-2.727156,53.473302,4,32,Kidnap,1,109
2522,2014-04,-2.722209,53.471202,19,25,Robery,1,109
2523,2014-04,-2.723572,53.475158,1,2,Murder,1,109
2524,2014-04,-2.723008,53.473876,13,16,Violence and Offence,1,109
2525,2014-04,-2.724921,53.473891,14,18,Rape,1,109
2526,2014-04,-2.71934,53.472594,21,42,Robery,1,109
2527,2014-04,-2.722678,53.478408,3,11,Rape,1,109
2528,2014-04,-2.723008,53.473876,4,25,Rape,1,109
2529,2014-04,-2.722209,53.471202,2,5,Kidnap,1,109
2530,2014-04,-2.733258,53.470667,1,3,Murder,1,109
2531,2014-04,-2.733668,53.478754,4,0,Kidnap,1,109
2532,2014-04,-2.734175,53.475794,2,46,Violence and Offence,1,109
2533,2014-04,-2.736688,53.473037,22,34,HNT,1,109
2534,2014-04,-2.730682,53.472436,14,11,HNT,1,109
2535,2014-04,-2.742961,53.475048,19,25,Chain,1,109
2536,2014-04,-2.737737,53.474451,22,32,Violence and Offence,1,109
2537,2014-04,-2.712896,53.470152,3,23,HNT,1,109
2538,2014-04,-2.713485,53.467542,1,24,Chain,1,109
2539,2014-04,-2.712896,53.470152,1,30,HNT,1,109
2540,2014-04,-2.712896,53.470152,4,18,Pick,1,109
2541,2014-04,-2.712896,53.470152,19,55,HNT,1,109
2542,2014-04,-2.712896,53.470152,19,47,Robery,1,109
2543,2014-04,-2.714957,53.46996,18,16,Rape,1,109
2544,2014-04,-2.712048,53.471703,7,4,Robery,1,109
2545,2014-04,-2.713485,53.467542,14,14,Chain,1,109
2546,2014-04,-2.712048,53.471703,19,27,HNT,1,109
2547,2014-04,-2.712048,53.471703,10,1,Violence and Offence,1,109
2548,2014-04,-2.713485,53.467542,12,47,Robery,1,109
2549,2014-04,-2.713485,53.467542,3,26,Murder,1,109
2550,2014-04,-2.713485,53.467542,19,50,Kidnap,1,109
2551,2014-04,-2.713485,53.467542,19,19,Pick,1,109
2552,2014-04,-2.713485,53.467542,8,25,Violence and Offence,1,109
2553,2014-04,-2.732758,53.468792,11,22,Rape,1,109
2554,2014-04,-2.73197,53.47028,1,16,Kidnap,1,109
2555,2014-04,-2.728581,53.466777,14,3,Robery,1,109
2556,2014-04,-2.728581,53.466777,14,56,Chain,1,109
2557,2014-04,-2.729585,53.46473,21,45,Pick,1,109
2558,2014-04,-2.727156,53.464475,18,24,HNT,1,109
2559,2014-04,-2.72122,53.461761,10,20,Kidnap,1,109
2560,2014-04,-2.72122,53.461761,14,16,Kidnap,1,109
2561,2014-04,-2.723355,53.469523,17,45,Pick,1,109
2562,2014-04,-2.727156,53.464475,20,21,Pick,1,109
2563,2014-04,-2.72122,53.461761,0,25,Chain,1,109
2564,2014-04,-2.727458,53.465417,20,6,Violence and Offence,1,109
2565,2014-04,-2.727571,53.479079,4,39,Violence and Offence,1,109
2566,2014-04,-2.726712,53.47904,9,31,Rape,1,109
2567,2014-04,-2.730558,53.48014,2,28,Pick,1,109
2568,2014-04,-2.729038,53.482918,2,48,Kidnap,1,109
2569,2014-04,-2.727571,53.479079,14,2,Pick,1,109
2570,2014-04,-2.646811,53.471463,6,39,HNT,1,109
2571,2014-04,-2.634719,53.473847,1,8,Pick,1,109
2572,2014-04,-2.634719,53.473847,4,44,Robery,1,109
2573,2014-04,-2.644004,53.470094,1,42,HNT,1,109
2574,2014-04,-2.634719,53.473847,14,23,Rape,1,109
2575,2014-04,-2.643023,53.473021,11,21,Violence and Offence,1,109
2576,2014-04,-2.650881,53.471576,10,58,Chain,1,109
2577,2014-04,-2.634719,53.473847,20,6,Chain,1,109
2578,2014-04,-2.655546,53.466337,12,17,Robery,1,109
2579,2014-04,-2.662381,53.46709,19,16,Rape,1,109
2580,2014-04,-2.664032,53.465751,0,57,Kidnap,1,109
2581,2014-04,-2.656857,53.468361,8,19,Kidnap,1,109
2582,2014-04,-2.661473,53.466799,21,20,Kidnap,1,109
2583,2014-04,-2.660145,53.4657,13,57,Violence and Offence,1,109
2584,2014-04,-2.666113,53.463932,7,5,Kidnap,1,109
2585,2014-04,-2.660145,53.4657,4,15,Chain,1,109
2586,2014-04,-2.664032,53.465751,4,30,Murder,1,109
2587,2014-04,-2.651732,53.470079,12,58,Robery,1,109
2588,2014-04,-2.649305,53.474919,0,25,Robery,1,109
2589,2014-04,-2.654878,53.470898,13,30,Violence and Offence,1,109
2590,2014-04,-2.654031,53.473617,16,56,Murder,1,109
2591,2014-04,-2.654031,53.473617,15,1,Violence and Offence,1,109
2592,2014-04,-2.653135,53.469245,9,43,HNT,1,109
2593,2014-04,-2.658577,53.469511,8,48,HNT,1,109
2594,2014-04,-2.664098,53.468043,2,17,Violence and Offence,1,109
2595,2014-04,-2.657669,53.471197,13,21,Robery,1,109
2596,2014-04,-2.664098,53.468043,1,54,Robery,1,109
2597,2014-04,-2.657669,53.471197,19,19,Murder,1,109
2598,2014-04,-2.659607,53.468858,15,9,HNT,1,109
2599,2014-04,-2.656451,53.470377,5,21,Rape,1,109
2600,2014-04,-2.658577,53.469511,17,37,Pick,1,109
2601,2014-04,-2.665478,53.469572,8,46,Chain,1,109
2602,2014-04,-2.658496,53.471058,8,10,HNT,1,109
2603,2014-04,-2.664098,53.468043,1,28,Pick,1,109
2604,2014-04,-2.659393,53.470612,12,38,HNT,1,109
2605,2014-04,-2.658577,53.469511,11,31,Rape,1,109
2606,2014-04,-2.659607,53.468858,11,37,Rape,1,109
2607,2014-04,-2.660552,53.470579,2,2,Robery,1,109
2608,2014-04,-2.655397,53.47041,2,20,Murder,1,109
2609,2014-04,-2.668681,53.461572,4,2,Pick,1,109
2610,2014-04,-2.681155,53.465493,6,20,Kidnap,1,109
2611,2014-04,-2.678677,53.466927,10,27,Kidnap,1,109
2612,2014-04,-2.677575,53.466726,11,30,Pick,1,109
2613,2014-04,-2.6762,53.4665,3,8,Violence and Offence,1,109
2614,2014-04,-2.681155,53.465493,3,28,Pick,1,109
2615,2014-04,-2.676606,53.465527,16,22,Violence and Offence,1,109
2616,2014-04,-2.676606,53.465527,7,42,Chain,1,109
2617,2014-04,-2.681155,53.465493,5,11,Murder,1,109
2618,2014-04,-2.68356,53.465155,22,45,HNT,1,109
2619,2014-04,-2.676606,53.465527,22,21,Rape,1,109
2620,2014-04,-2.681957,53.463861,19,37,Violence and Offence,1,109
2621,2014-04,-2.681155,53.465493,10,30,Chain,1,109
2622,2014-04,-2.683452,53.466918,18,19,Violence and Offence,1,109
2623,2014-04,-2.681528,53.468088,15,19,Rape,1,109
2624,2014-04,-2.681584,53.465967,0,55,Robery,1,109
2625,2014-04,-2.674306,53.465783,19,10,Kidnap,1,109
2626,2014-04,-2.672146,53.466389,5,39,Violence and Offence,1,109
2627,2014-04,-2.673204,53.465663,1,50,Chain,1,109
2628,2014-04,-2.672146,53.466389,8,50,Rape,1,109
2629,2014-04,-2.674306,53.465783,6,19,Pick,1,109
2630,2014-04,-2.674306,53.465783,8,9,Murder,1,109
2631,2014-04,-2.661879,53.46774,3,13,Violence and Offence,1,109
2632,2014-04,-2.66739,53.466622,8,9,HNT,1,109
2633,2014-04,-2.66739,53.466622,16,1,Kidnap,1,109
2634,2014-04,-2.66739,53.466622,8,53,HNT,1,109
2635,2014-04,-2.673038,53.46944,21,47,Chain,1,109
2636,2014-04,-2.674799,53.468369,16,19,Robery,1,109
2637,2014-04,-2.679677,53.468234,14,40,Pick,1,109
2638,2014-04,-2.683067,53.468268,0,28,Chain,1,109
2639,2014-04,-2.68656,53.468149,5,48,Rape,1,109
2640,2014-04,-2.682865,53.468791,9,34,Chain,1,109
2641,2014-04,-2.68656,53.468149,10,19,Murder,1,109
2642,2014-04,-2.68656,53.468149,8,33,HNT,1,109
2643,2014-04,-2.687405,53.46729,11,29,Robery,1,109
2644,2014-04,-2.772474,53.464946,1,53,Violence and Offence,1,109
2645,2014-04,-2.771529,53.464386,15,22,Violence and Offence,1,109
2646,2014-04,-2.772474,53.464946,5,21,Pick,1,109
2647,2014-04,-2.771529,53.464386,11,14,Rape,1,109
2648,2014-04,-2.767107,53.474742,17,56,Murder,1,109
2649,2014-04,-2.767838,53.470189,14,23,Kidnap,1,109
